-90	,	0.437335575
-88.27674873	,	0.437335575
-86.97674934	,	0.460521134
-85.99158891	,	0.48370493
-85.20320282	,	0.506887624
-83.35223527	,	0.530076267
-81.50126771	,	0.553264909
-78.82384789	,	0.576458178
-75.67416965	,	0.59965409
-73.58707287	,	0.622844054
-72.44449296	,	0.646028731
-71.53804227	,	0.669212086
-70.63159158	,	0.692395442
-70.07933471	,	0.715576815
-69.29094862	,	0.738759509
-68.50256254	,	0.761942204
-67.47804723	,	0.78512622
-65.62707968	,	0.808314863
-63.30385368	,	0.831506149
-60.86018395	,	0.853249466
-57.11304526	,	0.872102795
-55.13925482	,	0.892394839
-53.07376853	,	0.88081726
-48.94755422	,	0.86055936
-45.60367902	,	0.837399796
-42.61399765	,	0.81423825
-40.56883314	,	0.791071416
-39.23205628	,	0.767900617
-38.01334403	,	0.744729157
-36.44043795	,	0.72155968
-35.10366109	,	0.698388881
-33.41269041	,	0.675220065
-31.60365512	,	0.65205191
-29.79461983	,	0.628883754
-27.98558453	,	0.605715599
-25.5862262	,	0.582550748
-20.60562462	,	0.569251115
-14.7337988	,	0.588406065
-11.06584567	,	0.607548679
-6.035083978	,	0.611633038
-2.498419487	,	0.605278807
0.193790621	,	0.629051615
1.690564355	,	0.652238275
2.597015049	,	0.675421631
4.2102673	,	0.699574704
6.159275075	,	0.687030711
7.928955497	,	0.663862336
9.02960314	,	0.640690215
10.01218618	,	0.617517433
11.34896304	,	0.594346635
12.56767529	,	0.571175175
14.14058136	,	0.548005698
16.30381048	,	0.524839525
20.23325044	,	0.504580524
25.05010802	,	0.519093912
27.13720479	,	0.542283876
28.98817235	,	0.565472519
31.07526912	,	0.588662483
33.28043051	,	0.611853108
35.24946267	,	0.635042411
37.10043023	,	0.658231054
39.187527	,	0.681421018
41.6288176	,	0.704612965
44.54236663	,	0.727807555
48.6196104	,	0.74695246
53.68954853	,	0.765523464
54.18559832	,	0.751039815
58.31181264	,	0.730781915
60.74576757	,	0.710514543
64.04552962	,	0.690252017
68.92077515	,	0.693176591
73.17585931	,	0.690303124
74.97061979	,	0.675826745
77.1338489	,	0.652660572
81.75454674	,	0.642835667
85.98393624	,	0.655607396
90	,	0.655607396
