-90.000000000	,	0.956950054
-87.609476560	,	0.956950054
-84.199884260	,	0.927900365
-80.239305580	,	0.898877332
-78.089110690	,	0.869766714
-75.862259810	,	0.836486285
-72.572792360	,	0.803257264
-71.408558040	,	0.769925425
-70.480460740	,	0.736582163
-69.552363450	,	0.703238900
-68.978471670	,	0.669878502
-68.286511390	,	0.636523815
-67.830688120	,	0.603157704
-67.138727840	,	0.569803017
-66.800973080	,	0.536431195
-66.109012800	,	0.503076508
-65.653189530	,	0.469710397
-64.961229250	,	0.436355710
-64.505405990	,	0.402989600
-63.577308690	,	0.369646337
-62.885348410	,	0.336291651
-61.957251110	,	0.302948388
-61.029153810	,	0.269605126
-60.219125020	,	0.236256151
-59.172959210	,	0.202918600
-57.300313850	,	0.169621035
-55.427668500	,	0.136323469
-52.138612310	,	0.102259724
-48.370290520	,	0.082409134
-44.126678730	,	0.068702703
-40.592163430	,	0.053570792
-37.677750560	,	0.057885310
-32.702308220	,	0.059795426
-27.128240850	,	0.062569208
-23.350048600	,	0.062751994
-19.569800010	,	0.067108400
-16.263881790	,	0.067268338
-11.162499720	,	0.069184548
-5.399522729	,	0.071967469
-1.621330480	,	0.072150255
2.156861769	,	0.072333041
5.149986978	,	0.076651367
10.156914250	,	0.078563007
15.390816370	,	0.093840892
19.649508030	,	0.110741007
25.282021310	,	0.104335871
29.884853830	,	0.116800879
33.931684780	,	0.103084927
38.859431320	,	0.120017410
42.246118220	,	0.124354776
45.879223860	,	0.149571665
49.083524340	,	0.183114850
52.285768470	,	0.212484415
56.076298790	,	0.237708921
60.218978290	,	0.258776943
62.242593690	,	0.292263007
64.148140580	,	0.325743359
66.289824480	,	0.359235136
68.077302860	,	0.392709776
69.392507210	,	0.426161568
71.610847110	,	0.455483532
74.144036360	,	0.484820729
76.521857280	,	0.518323929
78.191267150	,	0.551792858
79.388402990	,	0.585238937
80.231333310	,	0.618667881
81.546537660	,	0.652119673
83.452084550	,	0.685600025
85.239562930	,	0.719074665
87.263178330	,	0.752560729
88.692338500	,	0.777670994
90.000000000	,	0.777670994
